author,bookformat,desc,genre,img,isbn,isbn13,pages,rating,reviews,title,totalratings,rating_norm,reviews_norm,totalratings_norm,pages_norm
Gabor S. Boritt,Paperback,"After the Civil War, someone asked General Pickett why the Battle of Gettysburg had been lost: Was it Lee's error in taking the offensive, the tardiness of Ewell and Early, or Longstreet's hesitation in attacking? Pickett scratched his head and replied, I've always thought the Yankees had something to do with it. This simple fact, writes James McPherson, has escaped a generation of historians who have looked to faulty morale, population, economics, and dissent as the causes of Confederate failure. These were all factors, he writes, but the Civil War was still a war--won by the Union army through key victories at key moments.,With this brilliant review of how historians have explained the Southern defeat, McPherson opens a fascinating account by several leading historians of how the Union broke the Confederate rebellion. In every chapter, the military struggle takes center stage, as the authors reveal how battlefield decisions shaped the very forces that many scholars (putting the cart before the horse) claim determined the outcome of the war. Archer Jones examines the strategy of the two sides, showing how each had to match its military planning to political necessity. Lee raided north of the Potomac with one eye on European recognition and the other on Northern public opinion--but his inevitable retreats looked like failure to the Southern public. The North, however, developed a strategy of deep raids that was extremely effective because it served a valuable political as well as military purpose, shattering Southern morale by tearing up the interior. Gary Gallagher takes a hard look at the role of generals, narrowing his focus to the crucial triumvirate of Lee, Grant, and Sherman, who towered above the others. Lee's aggressiveness may have been costly, but he well knew the political impact of his spectacular victories; Grant and Sherman, meanwhile, were the first Union generals to fully harness Northern resources and carry out coordinated campaigns. Reid Mitchell shows how the Union's advantage in numbers was enhanced by a dedication and perseverance of federal troops that was not matched by the Confederates after their home front began to collapse. And Joseph Glatthaar examines black troops, whose role is entering the realm of national myth.,In 1960, there appeared a collection of essays by major historians, entitled ,Why the North Won the Civil War,, edited by David Donald; it is now in its twenty-sixth printing, having sold well over 100,000 copies. ,Why the Confederacy Lost, provides a parallel volume, written by today's leading authorities. Provocatively argued and engagingly written, this work reminds us that the hard-won triumph of the North was far from inevitable.","Military History,Civil War,History,American History,American Civil War,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348356822l/160365.jpg,195085493,195085493,224,3.61,7,Why the Confederacy Lost,128,0.722,4.408726759711795e-05,3.3513766565095515e-05,0.0031999999999999997
"Michel Dethy,Î Î¿Ï„Î±Î¼Î¹Î¬Î½Î¿Ï… ÎÎ¬ÏƒÎ¹Î±",Paperback,Unknown,"Psychology,Psychoanalysis",https://via.placeholder.com/120x180?text=No+Image,,9600328471,203,4.5,0,Î•Î¹ÏƒÎ±Î³Ï‰Î³Î® ÏƒÏ„Î·Î½ Î¨Ï…Ï‡Î±Î½Î¬Î»Ï…ÏƒÎ· Ï„Î¿Ï… Î›Î±ÎºÎ¬Î½,6,0.9,0.0,1.5709578077388522e-06,0.0029
Howard Rheingold,Kindle Edition,"Instead of asking whether the Web is making us stupid, Howard Rheingold turns that question around and asks how designing and using digital media mindfully could make us smarter. What if humans could build tools that leverage our ability to think, communicate, and cooperate? Humans invented social learning, speech, writing, alphabets, printing, computers, and the Internet, which means we should be systematically directing the evolution of intellectual augmentation. Mind Amplifier: Can Our Digital Tools Make Us Smarter? examines the origins of digital mind-extending tools, and then lays out the foundations for their future. Rheingold proposes an applied, interdisciplinary science of mind amplification. He also unveils a new protocol for developing techno-cognitive-social technologies that embrace empathy, mindfulness, and compassion â€” elements lacking from existing digital mind-tools.","Nonfiction,Science,Science,Technology,Self Help,Personal Development,Psychology,Computers,Internet,Education",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365776304l/16053449.jpg,,B009GQXRQ8,62,3.62,12,Mind Amplifier: Can Our Digital Tools Make Us Smarter?,119,0.7240000000000001,7.557817302363077e-05,3.115732985348724e-05,0.0008857142857142857
Jennifer Iacopelli,ebook,"Nestled along the North Carolina coast, the Outer Banks Tennis Academy is the world's most elite training facility. In this pressure-cooker environment, futures are forged in blood and sweat, and dreams are shattered in an instant.,Penny Harrison, a rising female star, is determined to win the French Open and beat her archrival, Zina Lutrova. But when her coach imports British bad boy Alex Russell as her new training partner, will Penny be able to keep her laser-like focus?,Tennis is all Jasmine Randazzo has ever known. The daughter of two Grand Slam champions, she's hell-bent on extending her familyâ€™s legacy and writing her own happily-ever-after...until her chosen Prince Charming gives her the just-friends speech, right before the biggest junior tournament of the year, the Outer Banks Classic.,With a powerful serve and killer forehand, newcomer Indiana Gaffney is turning heads. Sheâ€™s thrilled by all of the attention, especially from Jack Harrison, Pennyâ€™s agent and hot older brother, except he keeps backing off every time things start heating up. ,With so much at stake, dreamsâ€”and heartsâ€”are bound to break.","New Adult,Romance,Sports,Sports,Contemporary,Young Adult,Contemporary Romance,Sports Romance,Womens Fiction,Chick Lit,Romance,Contemporary Romance,Realistic Fiction,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422574050l/16082871.jpg,,B0778DFQY8,242,3.81,202,Game. Set. Match.,1381,0.762,0.001272232579231118,0.0003615821220812258,0.003457142857142857
James Buchanan,ebook,"Joe and Kabe must lay the ghosts of the past and bring closure to a family scarred by loss to move forward in their life together.,Some families are haunted by tragedy. Some people are haunted by their pasts. Some men are haunted by who they are. Joe Peterson is haunted by all three. ,His parents' return from their mission, combined with a family reunion, forces Joe's kin to deal with his new life: out of the Mormon Church, out of the closet, and living with his lover Kabe. ,When a decades-old murder of a child lands on Joe's desk, digging into it dredges up long buried truths and festering secrets about folks Joe thought he knew -- including Kabe. Joe and Kabe must lay the ghosts of the past and bring closure to a family scarred by loss to move forward in their life together.","Romance,M M Romance,Erotica,BDSM,Contemporary,Mystery,Romance,Thriller,Mystery Thriller,Family,Religion,LGBT,Gay,M M Romance,M M Contemporary",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1359713974l/16109208.jpg,,MLR1020130015,375,4.23,84,Laying Ghosts,459,0.8460000000000001,0.0005290472111654154,0.0001201782722920222,0.005357142857142857
Honor James,ebook,"After the devastating loss of her father, Katherine Douglas picks up her entire life and moves to the wilds of Montana. She sets about making a home only to find the unexpectedâ€”three larger-than-life men that send her perfectly planned future into a dizzying tailspin.,In the middle of a sting, Treasach â€œScytheâ€ Campbell, Quinlan â€œMacâ€ McAllister, and Sullivan â€œSullyâ€ McAllister, Alpha Team for the Paranormal Protection Unit, were more worried about getting out in one piece than what the future might hold. But then in she walkedâ€”their mate. Like a punch to the gut, instincts older than time kick in, and the three men know nothing but the driving need to be with her.,They're not human, not by a long shot, but they will love her with a fierceness no other could. Will she run from what they are and what they are asking her for, or can they convince her to heed the primal call from within?","Erotica,Menage,Fantasy,Paranormal,Paranormal,Shapeshifters,Romance,Paranormal Romance,Adult Fiction,Erotica,Romance,Shapeshifters,Werewolves,Fantasy,Supernatural,Fairies,Fae,Action",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352050221l/16124992.jpg,,9781622419,204,3.64,52,Their Unexpected Mate,639,0.7280000000000001,0.00032750541643573335,0.00016730700652418777,0.0029142857142857143
John Ortberg,Paperback,"How Do You Explain a Love That Has No Explanation? What will happen if you let it touch your heart? God loves you not because you are flawless, not because you are a perfect person, but just because you are. In Love Beyond Reason, John Ortberg reveals the God youâ€™ve longed to encounter: a Father head-over-heels in love with you, his child, and intensely committed to your highest joy. Ortberg takes you to the very core of Godâ€™s being to discover a burning, passionate love that gives, and gives, and gives. He explores the life-changing ways this love has expressed itself through Jesus. And he shows how you, like Jesus, can love your mate, your family, your friends, and the world around you with the same practical, transforming love. Dispelling your fears and misconceptions of God, Love Beyond Reason brings you face-to-face with the Love that frees and empowers you to love.","Christian,Christian,Christian Living,Religion,Christianity,Nonfiction,Religion,Christian,Christian Non Fiction,Religion,Faith,Spirituality,Religion,Theology,Love",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348203609l/161421.jpg,310234492,25986234492,224,4.16,41,Love Beyond Reason: Moving God's Love from Your Head to Your Heart,674,0.8320000000000001,0.00025822542449740517,0.00017647092706933108,0.0031999999999999997
John R. Willis,Paperback,"The Fathers of the Church have been a vital source of wisdom and inspiration for countless saints, popes, peasants, and converts throughout the history of the Church. In this powerful one-volume library, Father Willis presents more than 250 selected doctrinal topics in an exhaustive selection of writings from the major sources of the Fathers. He lets the Fathers speak for themselves on a wide variety of spiritual themes.","Christianity,Catholic,Religion,Theology,Religion,History,Religion,Christianity,Reference,Church,Church History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348946294l/1614481.jpg,898708931,8987089315,500,4.56,1,The Teachings of the Church Fathers,27,0.9119999999999999,6.298181085302564e-06,7.0693101348248355e-06,0.007142857142857143
"Qazi Imdadul Haq,Syed Abul Maksud",Hardcover,"The Qazi Imdadul Huq Rachanavali is a collection of short stories, poems and essays written by educationist and writer Kazi Imdadul Huq.His famous novel, Abdullah, which depicts the lives of early 20th century Muslims in Bengal, is included in this collection.",Unknown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435295573l/16150594.jpg,,9.84E+12,734,0.0,0,à¦•à¦¾à¦œà§€ à¦‡à¦®à¦¦à¦¾à¦¦à§à¦² à¦¹à¦• à¦°à¦šà¦¨à¦¾à¦¬à¦²à§€,0,0.0,0.0,0.0,0.010485714285714286
M.A. Abraham,ebook,"Aura couldnâ€™t imagine her life could get any worse, until she woke up lost in time. She knew what to do in her own time. She even had an idea what she wanted to do with her life. What was she to do lost somewhere in an ancient world? She has no experience with the lifestyle. She canâ€™t speak the language. She has no home. All she has to her name is a few pieces of camping supplies, a few changes of clothing, and a pet snake. She is determined to survive, and find a way back to her own time.,Thorn is the Duke Vernon's right hand man. He is a warlord, respected and feared by all who knows, or has heard of him. He understands only two things. One, you only get what you work for in life. Two, you had to have faith in the things you believe. With all of his heart and soul he believes that one-day he will be sent his soul mate. The one woman created just for him. He has no idea who she will be. He has no idea what she will look like or be like, but she will be his, and his alone.,Can Aura learn to love a man who lived a thousand years before she was born? Can Thorn teach a woman with no faith to believe that they are meant to be together?","Science Fiction,Time Travel,Romance,Fantasy,Romance,Historical Romance,Romance,Time Travel Romance,Fiction,Historical,Historical,Medieval,Historical,Historical Fiction,Young Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357925867l/16153279.jpg,,ISBN978130136,0,3.41,27,Aura,167,0.682,0.00017005088930316923,4.3724992315398055e-05,0.0
Engin GeÃ§tan,Paperback,"Engin GeÃ§tan, 1975-1990 yÄ±llarÄ± arasÄ±nda uzmanlÄ±k alanÄ± olan psikiyatride meslek dÄ±ÅŸÄ± okurlar tarafÄ±ndan da ilgiyle karÅŸÄ±lanan dÃ¶rt kitap yazdÄ±. VaroluÅŸ ve Psikiyatri, bugÃ¼n birer klasik haline gelmiÅŸ bu dÃ¶rtlÃ¼nÃ¼n sonuncusu. AynÄ± zamanda yazarÄ±n salt akademik ilgiden hareketle baÅŸladÄ±ÄŸÄ± yazma Ã§alÄ±ÅŸmalarÄ±nÄ±n odaÄŸÄ±na giderek insanÄ± ve insanlÄ±k hallerini yerleÅŸtirdiÄŸini de gÃ¶steriyor bu kitap.,GeÃ§tan'Ä±n ÅŸimdi kÄ±rk yÄ±lÄ± aÅŸmÄ±ÅŸ meslek yaÅŸamÄ± boyunca geÃ§irdiÄŸi dÃ¼ÅŸÃ¼nsel dÃ¶nÃ¼ÅŸÃ¼mleri de iÃ§erdiÄŸinden, bir anlamda deneyimsel-dÃ¼ÅŸÃ¼nsel bir otobiyografi de sayÄ±labilir VaroluÅŸ ve Psikiyatri.,KitabÄ±n birinci bÃ¶lÃ¼mÃ¼nde, Ã§alÄ±ÅŸma alanÄ± ve bu alana kiÅŸisel yaklaÅŸÄ±m tanÄ±tÄ±lÄ±rken, diÄŸer yandan da bir ""sÃ¼reÃ§"" olarak insan anlatÄ±lÄ±yor; ama sÃ¼regiden bir kÃ¼ltÃ¼r iÃ§inde yaÅŸayan bir insan bu. ""AnlamsÄ±zlÄ±k"", ""Narsisizm"", ""YaÅŸam ve Ã–lÃ¼m"" baÅŸlÄ±klÄ± yazÄ±lardan oluÅŸan ikinci bÃ¶lÃ¼mde ise, yazarÄ±n klinik Ã§alÄ±ÅŸmalarÄ±nda birÃ§ok insanla paylaÅŸtÄ±ÄŸÄ± bir dizi temel varoluÅŸ sorusu ele alÄ±nÄ±yor.","Psychology,Medicine,Psychiatry",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366799346l/16282217.jpg,,13:9789753424,210,4.33,11,VaroluÅŸ ve Psikiyatri,160,0.8660000000000001,6.927999193832821e-05,4.189220820636939e-05,0.003
Hugues Douriaux,,Unknown,Unknown,https://via.placeholder.com/120x180?text=No+Image,,2265039640,0,0.0,0,Thorn le guerrier,0,0.0,0.0,0.0,0.0
"H.A. Dorfman,Karl Kuehl",Paperback,"Without a doubt the classic guide to mental performance enhancement for baseball. Here in the third edition, authors H.A. Dorfman and Karl Kuehl present their practical and proven strategy for developing the mental skills needed to achieve peak performance at every level of the game. The theory and applications are illustrated by anecdotes and insights from major and minor league players, who at some point discovered the importance of mastering the inner game in order to play baseball as it should be played. Intended for players, managers, coaches, agents, and administrators as well as fans who want a more in-depth look at the makeup of the complete baseball player.","Sports,Baseball,Sports,Sports,Nonfiction,Psychology,Reference,Research",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348880590l/163333.jpg,1888698543,83617000540,360,4.38,27,The Mental Game of Baseball: A Guide to Peak Performance,321,0.876,0.00017005088930316923,8.404624271402859e-05,0.005142857142857143
Eugenio Corti,Hardcover,"Eugenio Corti A literary phenomenon in Italy, The Red Horse a European bast-seller, was voted the best Italian novel of the decade in a public survey. Its success had gone far beyond Italy, as the book has been translated into Spanish, French, Japanese and three other languages. This epic historical novel about World War II and after, written from the author's own personal experiences as an Italian Freedom Fighter, is a profoundly moving account of the war, those who fought in it on both sides, and the effects the war had on families in the author's hometown in Italy. On a wider scale, it is a faithful witness to the actual events of the war - including the role of historical personages who appear, the Russian campaign, the Nazi barbarism, the Communist gulag, the North Italian resistance, and political life in the two decades following the war. This world, filled with powerful personalities, drama and clashing armies, bathes in the light of the truth. What makes this truly historical novel, with its epic scope, a masterpiece is the underlying spiritual dimensions of the protagonist, his family and friends, which illuminates the ongoing tragedy of the war and its aftermath. In the end, it is a story of faith and hope in a world reduced to barbarism and cruelty. Born in 1921 in Lombardy, Eugenio Corti joined the Italian Freedom Fighters. From his experiences of the tragic retreat from Russia, Corti wrote a fascinating chronicle, Most Did Not Return, and a book about the Italian Freedom Fighters, The Last Soldiers of the King.","Historical,Historical Fiction,Fiction,War,World War II,War,Historical,Novels,Literature,Literature,20th Century,Classics,European Literature,Italian Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349005956l/1658360.jpg,898709342,8987093428,1015,4.22,45,The Red Horse,237,0.844,0.0002834181488386154,6.205283340568467e-05,0.014499999999999999
Andrew S. Tanenbaum,Hardcover,"For courses in computer networking or introductions to networking at both the undergraduate and graduate level in computer science, engineering, CIS, MIS, and business departments. In this revision, the author takes a structured approach to explaining how networks function.","Science,Computer Science,Nonfiction,Science,Technology,Reference,Computer Science,Technical,Computer Science,Programming,Computer Science,Computers,Science,Textbooks,Computer Science,Software",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347462821l/166190.jpg,130661023,76092022473,912,4.1,103,Computer Networks,2153,0.82,0.0006487126517861642,0.0005637120266769581,0.013028571428571428
Wilma Lord Perkins,Hardcover,Unknown,"Food and Drink,Cookbooks,Nonfiction,Food and Drink,Cooking",https://via.placeholder.com/120x180?text=No+Image,,B00180R33I,624,4.73,12,Fanny Farmer Cookbook,55,0.9460000000000002,7.557817302363077e-05,1.440044657093948e-05,0.008914285714285715
Edward G. Seidensticker,Paperback,Unknown,Unknown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355536800l/16754139.jpg,,1.08E+12,1191,4.5,0,Modern Colloquialisms Revised - Japanese-English,2,0.9,0.0,5.236526025796174e-07,0.017014285714285714
Larry Steelman,Paperback,"(Musicians Institute Press). A complete method for: notes, rhythms, keys, time signatures; treble and bass clefs; right and left-hand patterns and accompaniments; popular song styles; repeat signs, accidentals, codas; and more.",Unknown,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347655440l/1677107.jpg,793582008,73999952056,104,3.5,0,Music Reading for Keyboard: The Complete Method,10,0.7000000000000001,0.0,2.618263012898087e-06,0.0014857142857142857
David Dubal,Paperback,"Evenings with Horowitz details a special friendship between two musicians. The book is a vivid account of their mutual passion for music and the piano. It reflects the struggles and triumphs of Vladimir Horowitz, a flaming genius who was also insecure and","Music,Biography,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347433387l/168805.jpg,1574670867,73999699517,342,4.14,11,Evenings with Horowitz: A Personal Portrait,83,0.828,6.927999193832821e-05,2.173158300705412e-05,0.004885714285714286
